id,direccion,tipo,uso,superficie,ano_construccion,categoria,potencialadquisicion,noticiastate,responsable,encargostate,coordinates,zona,date_time,inmuebleimages,location,habitaciones,garaje,descripcion,ascensor,banyos,trastero,jardin,terraza,aireacondicionado,tipoagrupacion,nestedinmuebles,nestedescaleras,localizado,localizado_phone
80,PZ MAYOR 7 Pl:-2  Pt:44,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
81,PZ MAYOR 7 Pl:-2  Pt:45,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
82,PZ MAYOR 7 Pl:-2  Pt:46,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
83,PZ MAYOR 7 Pl:-2  Pt:47,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
84,PZ MAYOR 7 Pl:-2  Pt:48,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
85,PZ MAYOR 7 Pl:-2  Pt:49,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
86,PZ MAYOR 7 Pl:-2  Pt:50,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
87,PZ MAYOR 7 Pl:-2  Pt:51,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
88,PZ MAYOR 7 Pl:-2  Pt:52,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
89,PZ MAYOR 7 Pl:-2  Pt:53,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
90,PZ MAYOR 7 Pl:-2  Pt:54,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
91,PZ MAYOR 7 Pl:-2  Pt:55,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
92,PZ MAYOR 7 Pl:-2  Pt:56,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
93,PZ MAYOR 7 Pl:-2  Pt:57,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
94,PZ MAYOR 7 Pl:-2  Pt:58,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
95,PZ MAYOR 7 Pl:-2  Pt:59,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
96,PZ MAYOR 7 Pl:-2  Pt:60,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
97,PZ MAYOR 7 Pl:-2  Pt:61,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
98,PZ MAYOR 7 Pl:-2  Pt:62,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
99,PZ MAYOR 7 Pl:-2  Pt:63,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
100,PZ MAYOR 7 Pl:-2  Pt:64,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
101,PZ MAYOR 7 Pl:-2  Pt:65,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
102,PZ MAYOR 7 Pl:-2  Pt:66,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
103,PZ MAYOR 7 Pl:-2  Pt:67,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
104,PZ MAYOR 7 Pl:-2  Pt:68,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
105,PZ MAYOR 7 Pl:-2  Pt:69,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
106,PZ MAYOR 7 Pl:-2  Pt:70,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
107,PZ MAYOR 7 Pl:-2  Pt:71,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
108,PZ MAYOR 7 Pl:-2  Pt:72,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
109,PZ MAYOR 7 Pl:-2  Pt:73,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
110,PZ MAYOR 7 Pl:-2  Pt:74,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
111,PZ MAYOR 7 Pl:-2  Pt:75,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
112,PZ MAYOR 7 Pl:-2  Pt:76,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
113,PZ MAYOR 7 Pl:-2  Pt:77,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
114,PZ MAYOR 7 Pl:-2  Pt:78,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
115,PZ MAYOR 7 Pl:-2  Pt:79,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
116,PZ MAYOR 7 Pl:-2  Pt:80,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
117,PZ MAYOR 7 Pl:-2  Pt:81,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
118,PZ MAYOR 7 Pl:-1  Pt:01,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
119,PZ MAYOR 7 Pl:-1  Pt:02,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
120,PZ MAYOR 7 Pl:-1  Pt:03,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
121,PZ MAYOR 7 Pl:-1  Pt:04,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
122,PZ MAYOR 7 Pl:-1  Pt:05,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
123,PZ MAYOR 7 Pl:-1  Pt:06,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
124,PZ MAYOR 7 Pl:-1  Pt:07,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
125,PZ MAYOR 7 Pl:-1  Pt:08,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
126,PZ MAYOR 7 Pl:-1  Pt:09,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
127,PZ MAYOR 7 Pl:-1  Pt:10,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
128,PZ MAYOR 7 Pl:-1  Pt:11,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
129,PZ MAYOR 7 Pl:-1  Pt:12,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
130,PZ MAYOR 7 Pl:-1  Pt:13,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
131,PZ MAYOR 7 Pl:-1  Pt:14,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
132,PZ MAYOR 7 Pl:-1  Pt:15,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
133,PZ MAYOR 7 Es:1  Pl:-1  Pt:16,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
134,PZ MAYOR 7 Pl:-1  Pt:17,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
135,PZ MAYOR 7 Pl:-1  Pt:18,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
136,PZ MAYOR 7 Pl:-1  Pt:19,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
137,PZ MAYOR 7 Pl:-1  Pt:20,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
138,PZ MAYOR 7 Pl:-1  Pt:21,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
139,PZ MAYOR 7 Pl:-1  Pt:22,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
140,PZ MAYOR 7 Pl:-1  Pt:23,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
141,PZ MAYOR 7 Pl:-1  Pt:24,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
142,PZ MAYOR 7 Pl:-1  Pt:25,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
143,PZ MAYOR 7 Pl:-1  Pt:26,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
144,PZ MAYOR 7 Pl:-1  Pt:27,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
145,PZ MAYOR 7 Pl:-1  Pt:28,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
146,PZ MAYOR 7 Pl:-1  Pt:29,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
147,PZ MAYOR 7 Pl:-1  Pt:30,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
148,PZ MAYOR 7 Pl:-1  Pt:31,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
149,PZ MAYOR 7 Pl:-1  Pt:32,Urbano,Almacén-Estacionamiento,33,1992,NULL,0,false,Jaime Alcon,false,"[""39.40183226970849"",""39.40453023029149"",""-0.406267830291502"",""-0.4035698697084979""]",zona Jaime,2024-07-23 18:35:33+00,NULL,Catarroja,0,false,NULL,false,0,false,false,false,true,1,,,false,
